algorithm,n_queens,seed,found,time_seconds,nodes_explored
backtracking_mrv_lcv,4,4,True,0.000124,4
backtracking_mrv_lcv,4,5,True,0.000247,9
backtracking_mrv_lcv,4,6,True,0.000143,5
backtracking_mrv_lcv,4,7,True,0.000123,4
backtracking_mrv_lcv,4,8,True,0.000101,4
backtracking_mrv_lcv,4,9,True,0.0001,4
backtracking_mrv_lcv,4,10,True,0.000112,5
backtracking_mrv_lcv,4,11,True,0.000224,10
backtracking_mrv_lcv,4,12,True,0.000203,9
backtracking_mrv_lcv,4,13,True,0.000111,4
backtracking_mrv_lcv,4,14,True,0.000285,11
backtracking_mrv_lcv,4,15,True,0.00011,4
backtracking_mrv_lcv,4,16,True,0.000111,4
backtracking_mrv_lcv,4,17,True,0.000111,4
backtracking_mrv_lcv,4,18,True,0.000113,4
backtracking_mrv_lcv,4,19,True,0.000111,4
backtracking_mrv_lcv,4,20,True,0.000218,8
backtracking_mrv_lcv,4,21,True,0.000403,10
backtracking_mrv_lcv,4,22,True,0.000297,12
backtracking_mrv_lcv,4,23,True,0.000116,4
backtracking_mrv_lcv,4,24,True,0.000131,4
backtracking_mrv_lcv,4,25,True,0.000174,8
backtracking_mrv_lcv,4,26,True,9.2e-05,4
backtracking_mrv_lcv,4,27,True,9.2e-05,4
backtracking_mrv_lcv,4,28,True,9.8e-05,4
backtracking_mrv_lcv,4,29,True,0.000268,13
backtracking_mrv_lcv,4,30,True,9.1e-05,4
backtracking_mrv_lcv,8,1,True,0.003556,43
backtracking_mrv_lcv,8,2,True,0.001782,19
backtracking_mrv_lcv,8,3,True,0.001595,16
backtracking_mrv_lcv,8,4,True,0.006813,70
backtracking_mrv_lcv,8,5,True,0.0018,18
backtracking_mrv_lcv,8,6,True,0.001648,24
backtracking_mrv_lcv,8,7,True,0.001852,21
backtracking_mrv_lcv,8,8,True,0.0024,25
backtracking_mrv_lcv,8,9,True,0.001166,11
backtracking_mrv_lcv,8,10,True,0.001793,17
backtracking_mrv_lcv,8,11,True,0.004815,78
backtracking_mrv_lcv,8,12,True,0.001938,34
backtracking_mrv_lcv,8,13,True,0.001665,29
backtracking_mrv_lcv,8,14,True,0.004338,54
backtracking_mrv_lcv,8,15,True,0.001944,23
backtracking_mrv_lcv,8,16,True,0.00196,20
backtracking_mrv_lcv,8,17,True,0.010904,121
backtracking_mrv_lcv,8,18,True,0.001863,19
backtracking_mrv_lcv,8,19,True,0.001116,11
backtracking_mrv_lcv,8,20,True,0.005817,94
backtracking_mrv_lcv,8,21,True,0.00424,77
backtracking_mrv_lcv,8,22,True,0.001829,23
backtracking_mrv_lcv,8,23,True,0.005343,63
backtracking_mrv_lcv,8,24,True,0.001536,18
backtracking_mrv_lcv,8,25,True,0.003145,44
backtracking_mrv_lcv,8,26,True,0.000999,8
backtracking_mrv_lcv,8,27,True,0.002749,33
backtracking_mrv_lcv,8,28,True,0.009421,106
backtracking_mrv_lcv,8,29,True,0.001091,10
backtracking_mrv_lcv,8,30,True,0.010224,59
backtracking_mrv_lcv,10,1,True,0.007079,21
backtracking_mrv_lcv,10,2,True,0.051598,141
backtracking_mrv_lcv,10,3,True,0.008647,32
backtracking_mrv_lcv,10,4,True,0.004001,24
backtracking_mrv_lcv,10,5,True,0.008844,46
backtracking_mrv_lcv,10,6,True,0.06828,153
backtracking_mrv_lcv,10,7,True,0.013096,51
backtracking_mrv_lcv,10,8,True,0.023642,154
backtracking_mrv_lcv,10,9,True,0.018657,176
backtracking_mrv_lcv,10,10,True,0.00259,26
backtracking_mrv_lcv,10,11,True,0.073398,660
backtracking_mrv_lcv,10,12,True,0.038922,303
backtracking_mrv_lcv,10,13,True,0.006273,44
backtracking_mrv_lcv,10,14,True,0.076788,354
backtracking_mrv_lcv,10,15,True,0.02294,61
backtracking_mrv_lcv,10,16,True,0.01639,95
backtracking_mrv_lcv,10,17,True,0.002171,12
backtracking_mrv_lcv,10,18,True,0.007839,87
backtracking_mrv_lcv,10,19,True,0.007021,50
backtracking_mrv_lcv,10,20,True,0.00864,53
backtracking_mrv_lcv,10,21,True,0.018205,120
backtracking_mrv_lcv,10,22,True,0.006929,30
backtracking_mrv_lcv,10,23,True,0.037704,261
backtracking_mrv_lcv,10,24,True,0.029644,188
backtracking_mrv_lcv,10,25,True,0.007939,78
backtracking_mrv_lcv,10,26,True,0.003125,33
backtracking_mrv_lcv,10,27,True,0.014183,84
backtracking_mrv_lcv,10,28,True,0.026154,110
backtracking_mrv_lcv,10,29,True,0.008344,73
backtracking_mrv_lcv,10,30,True,0.061691,530
backtracking_mrv_lcv,12,1,True,0.020616,112
backtracking_mrv_lcv,12,2,True,0.085613,388
backtracking_mrv_lcv,12,3,True,0.002851,17
backtracking_mrv_lcv,12,4,True,0.138529,787
backtracking_mrv_lcv,12,5,True,0.009558,65
backtracking_mrv_lcv,12,6,True,0.028152,143
backtracking_mrv_lcv,12,7,True,0.024172,150
backtracking_mrv_lcv,12,8,True,0.093899,563
backtracking_mrv_lcv,12,9,True,0.062937,317
backtracking_mrv_lcv,12,10,True,0.072324,402
backtracking_mrv_lcv,12,11,True,0.009306,63
backtracking_mrv_lcv,12,12,True,0.026323,164
backtracking_mrv_lcv,12,13,True,0.016748,73
backtracking_mrv_lcv,12,14,True,0.016266,80
backtracking_mrv_lcv,12,15,True,0.06348,375
backtracking_mrv_lcv,12,16,True,0.093915,544
backtracking_mrv_lcv,12,17,True,0.012917,72
backtracking_mrv_lcv,12,18,True,0.018289,105
backtracking_mrv_lcv,12,19,True,0.35067,1759
backtracking_mrv_lcv,12,20,True,0.037012,244
backtracking_mrv_lcv,12,21,True,0.029958,189
backtracking_mrv_lcv,12,22,True,0.039556,235
backtracking_mrv_lcv,12,23,True,0.083887,438
backtracking_mrv_lcv,12,24,True,0.057083,344
backtracking_mrv_lcv,12,25,True,0.047727,247
backtracking_mrv_lcv,12,26,True,0.004307,12
backtracking_mrv_lcv,12,27,True,0.26485,1011
backtracking_mrv_lcv,12,28,True,0.028914,153
backtracking_mrv_lcv,12,29,True,0.004306,21
backtracking_mrv_lcv,12,30,True,0.023305,159
backtracking_mrv_lcv,15,1,True,0.24423,780
backtracking_mrv_lcv,15,2,True,0.067566,246
backtracking_mrv_lcv,15,3,True,0.074904,210
backtracking_mrv_lcv,15,4,True,0.030826,108
backtracking_mrv_lcv,15,5,True,0.030008,98
backtracking_mrv_lcv,15,6,True,0.10107,318
backtracking_mrv_lcv,15,7,True,0.105316,342
backtracking_mrv_lcv,15,8,True,0.37922,1228
backtracking_mrv_lcv,15,9,True,0.02505,35
backtracking_mrv_lcv,15,10,True,0.039858,92
backtracking_mrv_lcv,15,11,True,0.623641,1477
backtracking_mrv_lcv,15,12,True,0.010587,19
backtracking_mrv_lcv,15,13,True,0.366017,696
backtracking_mrv_lcv,15,14,True,0.023658,29
backtracking_mrv_lcv,15,15,True,0.032727,71
backtracking_mrv_lcv,15,16,True,0.686453,1598
backtracking_mrv_lcv,15,17,True,0.440503,1238
backtracking_mrv_lcv,15,18,True,0.050565,160
backtracking_mrv_lcv,15,19,True,0.068227,198
backtracking_mrv_lcv,15,20,True,0.129297,400
backtracking_mrv_lcv,15,21,True,0.670734,1898
backtracking_mrv_lcv,15,22,True,0.537723,1726
backtracking_mrv_lcv,15,23,True,0.018227,42
backtracking_mrv_lcv,15,24,True,0.010063,28
backtracking_mrv_lcv,15,25,True,0.011706,45
backtracking_mrv_lcv,15,26,True,0.010531,24
backtracking_mrv_lcv,15,27,True,0.023,67
backtracking_mrv_lcv,15,28,True,0.056293,179
backtracking_mrv_lcv,15,29,True,0.077118,239
backtracking_mrv_lcv,15,30,True,0.12461,326
forward_checking_mrv_lcv,4,1,True,0.000148,8
forward_checking_mrv_lcv,4,2,True,9.4e-05,4
forward_checking_mrv_lcv,4,3,True,9.4e-05,4
forward_checking_mrv_lcv,4,4,True,0.000146,8
forward_checking_mrv_lcv,4,5,True,0.000127,7
forward_checking_mrv_lcv,4,6,True,9.4e-05,4
forward_checking_mrv_lcv,4,7,True,9.6e-05,4
forward_checking_mrv_lcv,4,8,True,9e-05,4
forward_checking_mrv_lcv,4,9,True,9.1e-05,4
forward_checking_mrv_lcv,4,10,True,9.3e-05,4
forward_checking_mrv_lcv,4,11,True,9.2e-05,4
forward_checking_mrv_lcv,4,12,True,0.000124,7
forward_checking_mrv_lcv,4,13,True,9.1e-05,4
forward_checking_mrv_lcv,4,14,True,0.000121,7
forward_checking_mrv_lcv,4,15,True,0.000178,4
forward_checking_mrv_lcv,4,16,True,8.5e-05,4
forward_checking_mrv_lcv,4,17,True,9.3e-05,4
forward_checking_mrv_lcv,4,18,True,0.000122,8
forward_checking_mrv_lcv,4,19,True,0.000113,7
forward_checking_mrv_lcv,4,20,True,9.7e-05,4
forward_checking_mrv_lcv,4,21,True,9.5e-05,4
forward_checking_mrv_lcv,4,22,True,0.000142,8
forward_checking_mrv_lcv,4,23,True,0.000107,4
forward_checking_mrv_lcv,4,24,True,8.6e-05,4
forward_checking_mrv_lcv,4,25,True,0.000145,8
forward_checking_mrv_lcv,4,26,True,0.000102,4
forward_checking_mrv_lcv,4,27,True,0.000145,8
forward_checking_mrv_lcv,4,28,True,0.000133,8
forward_checking_mrv_lcv,4,29,True,0.000131,8
forward_checking_mrv_lcv,4,30,True,0.000323,4
forward_checking_mrv_lcv,8,1,True,0.000667,11
forward_checking_mrv_lcv,8,2,True,0.000634,11
forward_checking_mrv_lcv,8,3,True,0.000634,10
forward_checking_mrv_lcv,8,4,True,0.000586,8
forward_checking_mrv_lcv,8,5,True,0.002715,90
forward_checking_mrv_lcv,8,6,True,0.000666,8
forward_checking_mrv_lcv,8,7,True,0.002492,24
forward_checking_mrv_lcv,8,8,True,0.00081,14
forward_checking_mrv_lcv,8,9,True,0.000837,16
forward_checking_mrv_lcv,8,10,True,0.001265,36
forward_checking_mrv_lcv,8,11,True,0.001144,29
forward_checking_mrv_lcv,8,12,True,0.002855,39
forward_checking_mrv_lcv,8,13,True,0.001024,22
forward_checking_mrv_lcv,8,14,True,0.00126,28
forward_checking_mrv_lcv,8,15,True,0.001451,47
forward_checking_mrv_lcv,8,16,True,0.001239,32
forward_checking_mrv_lcv,8,17,True,0.000716,8
forward_checking_mrv_lcv,8,18,True,0.00077,14
forward_checking_mrv_lcv,8,19,True,0.000875,20
forward_checking_mrv_lcv,8,20,True,0.001233,33
forward_checking_mrv_lcv,8,21,True,0.000683,8
forward_checking_mrv_lcv,8,22,True,0.000868,15
forward_checking_mrv_lcv,8,23,True,0.000759,12
forward_checking_mrv_lcv,8,24,True,0.001295,38
forward_checking_mrv_lcv,8,25,True,0.002793,90
forward_checking_mrv_lcv,8,26,True,0.001195,35
forward_checking_mrv_lcv,8,27,True,0.000515,8
forward_checking_mrv_lcv,8,28,True,0.000978,18
forward_checking_mrv_lcv,8,29,True,0.000998,23
forward_checking_mrv_lcv,8,30,True,0.000541,11
forward_checking_mrv_lcv,10,1,True,0.002174,43
forward_checking_mrv_lcv,10,2,True,0.001751,28
forward_checking_mrv_lcv,10,3,True,0.003115,62
forward_checking_mrv_lcv,10,4,True,0.00411,119
forward_checking_mrv_lcv,10,5,True,0.001661,28
forward_checking_mrv_lcv,10,6,True,0.005387,176
forward_checking_mrv_lcv,10,7,True,0.002625,59
forward_checking_mrv_lcv,10,8,True,0.002446,59
forward_checking_mrv_lcv,10,9,True,0.001605,26
forward_checking_mrv_lcv,10,10,True,0.00389,101
forward_checking_mrv_lcv,10,11,True,0.002748,60
forward_checking_mrv_lcv,10,12,True,0.002986,68
forward_checking_mrv_lcv,10,13,True,0.001435,16
forward_checking_mrv_lcv,10,14,True,0.001355,13
forward_checking_mrv_lcv,10,15,True,0.001917,31
forward_checking_mrv_lcv,10,16,True,0.003665,36
forward_checking_mrv_lcv,10,17,True,0.002721,32
forward_checking_mrv_lcv,10,18,True,0.001484,23
forward_checking_mrv_lcv,10,19,True,0.001767,32
forward_checking_mrv_lcv,10,20,True,0.001078,26
forward_checking_mrv_lcv,10,21,True,0.001125,31
forward_checking_mrv_lcv,10,22,True,0.001177,30
forward_checking_mrv_lcv,10,23,True,0.000959,15
forward_checking_mrv_lcv,10,24,True,0.001688,20
forward_checking_mrv_lcv,10,25,True,0.001333,36
forward_checking_mrv_lcv,10,26,True,0.001307,42
forward_checking_mrv_lcv,10,27,True,0.001381,42
forward_checking_mrv_lcv,10,28,True,0.001833,56
forward_checking_mrv_lcv,10,29,True,0.001007,10
forward_checking_mrv_lcv,10,30,True,0.002259,42
forward_checking_mrv_lcv,12,1,True,0.001518,12
forward_checking_mrv_lcv,12,2,True,0.00216,48
forward_checking_mrv_lcv,12,3,True,0.002408,51
forward_checking_mrv_lcv,12,4,True,0.004129,58
forward_checking_mrv_lcv,12,5,True,0.003332,41
forward_checking_mrv_lcv,12,6,True,0.002698,22
forward_checking_mrv_lcv,12,7,True,0.002567,17
forward_checking_mrv_lcv,12,8,True,0.003817,34
forward_checking_mrv_lcv,12,9,True,0.013998,297
forward_checking_mrv_lcv,12,10,True,0.003392,74
forward_checking_mrv_lcv,12,11,True,0.002293,53
forward_checking_mrv_lcv,12,12,True,0.002672,49
forward_checking_mrv_lcv,12,13,True,0.006568,55
forward_checking_mrv_lcv,12,14,True,0.006378,115
forward_checking_mrv_lcv,12,15,True,0.003038,30
forward_checking_mrv_lcv,12,16,True,0.004614,68
forward_checking_mrv_lcv,12,17,True,0.002623,12
forward_checking_mrv_lcv,12,18,True,0.003773,59
forward_checking_mrv_lcv,12,19,True,0.002264,58
forward_checking_mrv_lcv,12,20,True,0.001602,16
forward_checking_mrv_lcv,12,21,True,0.003966,58
forward_checking_mrv_lcv,12,22,True,0.003006,30
forward_checking_mrv_lcv,12,23,True,0.002613,12
forward_checking_mrv_lcv,12,24,True,0.004102,59
forward_checking_mrv_lcv,12,25,True,0.004671,25
forward_checking_mrv_lcv,12,26,True,0.002782,21
forward_checking_mrv_lcv,12,27,True,0.002803,21
forward_checking_mrv_lcv,12,28,True,0.002096,12
forward_checking_mrv_lcv,12,29,True,0.00265,16
forward_checking_mrv_lcv,12,30,True,0.002799,47
forward_checking_mrv_lcv,15,1,True,0.005168,20
forward_checking_mrv_lcv,15,2,True,0.006463,43
forward_checking_mrv_lcv,15,3,True,0.007751,62
forward_checking_mrv_lcv,15,4,True,0.005766,21
forward_checking_mrv_lcv,15,5,True,0.004216,42
forward_checking_mrv_lcv,15,6,True,0.003965,18
forward_checking_mrv_lcv,15,7,True,0.029453,322
forward_checking_mrv_lcv,15,8,True,0.006153,24
forward_checking_mrv_lcv,15,9,True,0.006088,26
forward_checking_mrv_lcv,15,10,True,0.004403,15
forward_checking_mrv_lcv,15,11,True,0.009394,193
forward_checking_mrv_lcv,15,12,True,0.004267,54
forward_checking_mrv_lcv,15,13,True,0.003156,15
forward_checking_mrv_lcv,15,14,True,0.007479,44
forward_checking_mrv_lcv,15,15,True,0.021059,103
forward_checking_mrv_lcv,15,16,True,0.008049,93
forward_checking_mrv_lcv,15,17,True,0.011229,104
forward_checking_mrv_lcv,15,18,True,0.007382,16
forward_checking_mrv_lcv,15,19,True,0.007056,40
forward_checking_mrv_lcv,15,20,True,0.003829,38
forward_checking_mrv_lcv,15,21,True,0.004787,43
forward_checking_mrv_lcv,15,22,True,0.009262,48
forward_checking_mrv_lcv,15,23,True,0.003348,23
forward_checking_mrv_lcv,15,24,True,0.008825,94
forward_checking_mrv_lcv,15,25,True,0.006285,35
forward_checking_mrv_lcv,15,26,True,0.003259,21
forward_checking_mrv_lcv,15,27,True,0.006061,29
forward_checking_mrv_lcv,15,28,True,0.004235,15
forward_checking_mrv_lcv,15,29,True,0.003256,21
forward_checking_mrv_lcv,15,30,True,0.00313,15
