algorithm_name,env_n,size,best_solution,H,states,time
SA,4,12,"(2, 5, 10, 8, 3, 0, 7, 1, 11, 9, 6, 4)",66,505,0.0410768985748291
SA,5,12,"(4, 8, 5, 11, 1, 3, 0, 9, 7, 2, 10, 6)",66,697,0.05728435516357422
SA,6,12,"(4, 6, 8, 0, 11, 1, 7, 10, 3, 9, 2, 5)",66,208,0.016057968139648438
SA,7,12,"(7, 0, 2, 5, 10, 8, 3, 11, 9, 1, 6, 4)",66,156,0.014139652252197266
SA,8,12,"(4, 0, 10, 8, 1, 5, 9, 2, 6, 11, 3, 7)",66,132,0.00870823860168457
SA,9,12,"(1, 7, 9, 3, 6, 0, 10, 5, 11, 8, 4, 2)",66,313,0.022466421127319336
SA,10,12,"(4, 10, 1, 5, 11, 8, 6, 2, 9, 7, 0, 3)",66,1047,0.07998394966125488
SA,11,12,"(5, 10, 8, 1, 3, 7, 0, 2, 11, 9, 6, 4)",66,548,0.045510292053222656
SA,12,12,"(6, 1, 7, 10, 3, 0, 2, 5, 9, 11, 4, 8)",66,510,0.04728984832763672
SA,13,12,"(4, 11, 5, 10, 1, 3, 8, 2, 7, 9, 6, 0)",66,104,0.006739139556884766
SA,14,12,"(9, 1, 3, 8, 2, 7, 10, 6, 11, 5, 0, 4)",66,298,0.025866985321044922
SA,15,12,"(7, 3, 8, 0, 4, 1, 10, 6, 11, 2, 5, 9)",66,478,0.04246163368225098
SA,16,12,"(6, 1, 9, 5, 8, 2, 4, 10, 7, 0, 11, 3)",66,308,0.025332212448120117
SA,17,12,"(6, 4, 2, 11, 8, 3, 5, 9, 1, 10, 0, 7)",66,213,0.014679670333862305
SA,18,12,"(6, 8, 3, 7, 0, 10, 1, 5, 11, 9, 4, 2)",66,418,0.035851240158081055
SA,19,12,"(6, 0, 10, 4, 7, 9, 3, 1, 8, 11, 5, 2)",66,352,0.027628660202026367
SA,20,12,"(4, 8, 11, 5, 2, 10, 1, 7, 9, 3, 6, 0)",66,1027,0.08146834373474121
SA,21,12,"(11, 6, 4, 0, 8, 5, 2, 10, 1, 7, 9, 3)",66,854,0.07028746604919434
SA,22,12,"(10, 2, 6, 8, 3, 0, 9, 5, 1, 11, 4, 7)",66,432,0.0363466739654541
SA,23,12,"(0, 7, 9, 6, 3, 1, 11, 8, 10, 4, 2, 5)",66,830,0.07072162628173828
SA,24,12,"(7, 9, 1, 6, 0, 3, 8, 11, 5, 10, 2, 4)",66,859,0.0717465877532959
SA,25,12,"(7, 2, 4, 6, 8, 0, 11, 3, 5, 9, 1, 10)",66,541,0.047298431396484375
SA,26,12,"(2, 6, 8, 0, 11, 3, 7, 10, 4, 9, 1, 5)",66,571,0.04844975471496582
SA,27,12,"(5, 9, 2, 6, 3, 1, 8, 11, 0, 10, 7, 4)",66,1738,0.157487154006958
SA,28,12,"(6, 4, 11, 1, 8, 10, 5, 9, 2, 0, 7, 3)",66,432,0.04830670356750488
SA,29,12,"(3, 9, 7, 1, 10, 6, 0, 11, 5, 8, 2, 4)",66,2724,0.3537476062774658
SA,0,15,"(9, 1, 3, 5, 10, 12, 14, 4, 11, 7, 0, 2, 6, 8, 13)",105,153,0.014792442321777344
SA,1,15,"(11, 9, 4, 0, 5, 10, 6, 1, 14, 12, 8, 2, 7, 3, 13)",105,1688,0.18611621856689453
SA,2,15,"(2, 6, 1, 9, 11, 13, 3, 7, 0, 10, 14, 5, 8, 4, 12)",105,263,0.030874252319335938
