algorithm_name,env_n,size,best_solution,H,states,time
SA,5,8,"(0, 5, 7, 2, 6, 3, 1, 4)",28,2996,0.008560895919799805
SA,6,8,"(5, 3, 1, 7, 4, 6, 0, 2)",28,16128,0.05522036552429199
SA,7,8,"(3, 6, 4, 2, 0, 5, 7, 1)",28,1092,0.0028333663940429688
SA,8,8,"(2, 0, 6, 4, 7, 1, 3, 5)",28,4340,0.01197361946105957
SA,9,8,"(4, 6, 1, 3, 7, 0, 2, 5)",28,4592,0.012539148330688477
SA,10,8,"(2, 5, 7, 0, 3, 6, 4, 1)",28,2660,0.007311105728149414
SA,11,8,"(3, 6, 4, 1, 5, 0, 2, 7)",28,3388,0.010170698165893555
SA,12,8,"(4, 6, 1, 5, 2, 0, 3, 7)",28,2184,0.007058858871459961
SA,13,8,"(5, 3, 1, 7, 4, 6, 0, 2)",28,3836,0.010467767715454102
SA,14,8,"(2, 5, 3, 0, 7, 4, 6, 1)",28,1820,0.004918336868286133
SA,15,8,"(6, 3, 1, 7, 5, 0, 2, 4)",28,3052,0.008499860763549805
SA,16,8,"(7, 1, 3, 0, 6, 4, 2, 5)",28,308,0.000865936279296875
SA,17,8,"(5, 3, 1, 7, 4, 6, 0, 2)",28,5124,0.01183319091796875
SA,18,8,"(4, 6, 0, 2, 7, 5, 3, 1)",28,2576,0.004525423049926758
SA,19,8,"(5, 3, 6, 0, 7, 1, 4, 2)",28,5824,0.01586437225341797
SA,20,8,"(0, 5, 7, 2, 6, 3, 1, 4)",28,4032,0.011553287506103516
SA,21,8,"(2, 4, 6, 0, 3, 1, 7, 5)",28,12656,0.042191505432128906
SA,22,8,"(4, 2, 0, 6, 1, 7, 5, 3)",28,6300,0.017308712005615234
SA,23,8,"(5, 3, 1, 7, 4, 6, 0, 2)",28,10332,0.027956008911132812
SA,24,8,"(6, 1, 3, 0, 7, 4, 2, 5)",28,5600,0.018480300903320312
SA,25,8,"(4, 6, 1, 3, 7, 0, 2, 5)",28,9520,0.02987813949584961
SA,26,8,"(4, 1, 3, 5, 7, 2, 0, 6)",28,3192,0.008160114288330078
SA,27,8,"(5, 2, 0, 7, 3, 1, 6, 4)",28,2800,0.0074346065521240234
SA,28,8,"(0, 5, 7, 2, 6, 3, 1, 4)",28,3836,0.011424064636230469
SA,29,8,"(6, 2, 7, 1, 4, 0, 5, 3)",28,3556,0.009298324584960938
SA,0,10,"(7, 0, 3, 6, 8, 1, 4, 9, 5, 2)",45,5760,0.02441549301147461
SA,1,10,"(4, 6, 0, 3, 5, 8, 2, 9, 7, 1)",45,7155,0.02297377586364746
SA,2,10,"(6, 9, 0, 2, 4, 7, 1, 8, 5, 3)",44,45000,0.15640544891357422
SA,3,10,"(6, 2, 9, 1, 8, 5, 3, 0, 7, 4)",45,31185,0.10116124153137207
SA,4,10,"(4, 0, 5, 3, 9, 7, 2, 8, 6, 1)",45,24480,0.09236717224121094
SA,5,10,"(8, 3, 0, 4, 9, 1, 5, 7, 2, 6)",45,4725,0.01512002944946289
